date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:54	20505/20505	---M-Z	200	added ('OK')	text/html	etag:%223a55f6-5019-52653eebe23ca%22	http://mate.creatingo.com/js-modals.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-modals.html	(from http://mate.creatingo.com/)
19:19:55	214/214	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Apr%202017%2012:19:53%20GMT	http://mate.creatingo.com/js-parallax.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-parallax.20.delayed	(from http://mate.creatingo.com/)
19:19:56	12046/12046	---M-Z	200	added ('OK')	text/html	etag:%223a55f5-2f0e-52653eeb4fc1b%22	http://mate.creatingo.com/js-pushpin.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-pushpin.html	(from http://mate.creatingo.com/)
19:19:57	14780/14780	---M-Z	200	added ('OK')	text/html	etag:%223a55f4-39bc-52653eeb1c3e8%22	http://mate.creatingo.com/js-scrollfire.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-scrollfire.html	(from http://mate.creatingo.com/)
19:19:59	12666/12666	---M-Z	200	added ('OK')	text/html	etag:%223a500a-317a-52653eeadb0f7%22	http://mate.creatingo.com/js-scrollspy.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-scrollspy.html	(from http://mate.creatingo.com/)
19:20:00	16319/16319	---M-Z	200	added ('OK')	text/html	etag:%223a4fa6-3fbf-52653eea56bd6%22	http://mate.creatingo.com/js-sidenav.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-sidenav.html	(from http://mate.creatingo.com/)
19:20:01	13769/13769	---M-Z	200	added ('OK')	text/html	etag:%223a4be2-35c9-52653eea17c0d%22	http://mate.creatingo.com/js-tabs.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-tabs.html	(from http://mate.creatingo.com/)
19:20:02	12607/12607	---M-Z	200	added ('OK')	text/html	etag:%223a4b97-313f-52653ee9d5d64%22	http://mate.creatingo.com/js-transitions.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-transitions.html	(from http://mate.creatingo.com/)
19:20:04	15604/15604	---M-Z	200	added ('OK')	text/html	etag:%223a4b96-3cf4-52653ee954b0a%22	http://mate.creatingo.com/js-waves.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/js-waves.html	(from http://mate.creatingo.com/)
19:20:04	14704/14704	---M-Z	200	added ('OK')	text/html	etag:%223a0bea-3970-52653ef115030%22	http://mate.creatingo.com/sass.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/sass.html	(from http://mate.creatingo.com/)
19:20:07	12700/12700	---M-Z	200	added ('OK')	text/html	etag:%223a0d0d-319c-526631ab9c796%22	http://mate.creatingo.com/extra.html	C:/My%20Web%20Sites/Mate/mate.creatingo.com/extra.html	(from http://mate.creatingo.com/)
19:20:23	38960/38960	---M--	200	added ('OK')	image/jpeg	etag:%223a4b81-9830-5262aaa87ff11%22	http://mate.creatingo.com/imgs/discounts_c01.jpg	C:/My%20Web%20Sites/Mate/mate.creatingo.com/imgs/discounts_c01.jpg	(from http://mate.creatingo.com/)
19:20:27	32035/32035	---M--	200	added ('OK')	image/jpeg	etag:%223a4b5d-7d23-5262aa9e7f769%22	http://mate.creatingo.com/imgs/idea-bulb.jpg	C:/My%20Web%20Sites/Mate/mate.creatingo.com/imgs/idea-bulb.jpg	(from http://mate.creatingo.com/)
19:20:33	120500/120500	---M--	200	added ('OK')	image/jpeg	etag:%223a4b7f-1d6b4-5262aaa78efb3%22	http://mate.creatingo.com/imgs/flaming_m02.jpg	C:/My%20Web%20Sites/Mate/mate.creatingo.com/imgs/flaming_m02.jpg	(from http://mate.creatingo.com/)
19:20:39	83879/83879	---M--	200	added ('OK')	image/jpeg	etag:%223a4b7c-147a7-5262aaa48d39f%22	http://mate.creatingo.com/imgs/bm-using-laptop_m01.jpg	C:/My%20Web%20Sites/Mate/mate.creatingo.com/imgs/bm-using-laptop_m01.jpg	(from http://mate.creatingo.com/)
19:20:40	84345/84345	---M--	200	added ('OK')	text/javascript	etag:%223a4b94-14979-52526db30b477%22	http://mate.creatingo.com/assets/js/bin/jquery-2.1.4.min.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/jquery-2.1.4.min.js	(from http://mate.creatingo.com/)
19:20:40	32175/32175	---M--	200	added ('OK')	image/jpeg	etag:%223a4b77-7daf-5262aa9f2e436%22	http://mate.creatingo.com/imgs/sun-glasses_01.jpg	C:/My%20Web%20Sites/Mate/mate.creatingo.com/imgs/sun-glasses_01.jpg	(from http://mate.creatingo.com/)
19:20:40	9656/9656	---M--	200	added ('OK')	text/javascript	etag:%22441457-25b8-52653f61fe3d9%22	http://mate.creatingo.com/assets/js/bin/plugins/prism.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/plugins/prism.js	(from http://mate.creatingo.com/)
19:20:44	5123/5123	---M--	200	added ('OK')	text/javascript	etag:%22441458-1403-52526db95a39f%22	http://mate.creatingo.com/assets/js/bin/plugins/simplebar.min.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/plugins/simplebar.min.js	(from http://mate.creatingo.com/)
19:20:45	2767/2767	---M--	200	added ('OK')	text/javascript	etag:%223a4b5a-acf-5262a9de0bfac%22	http://mate.creatingo.com/assets/js/bin/initialize.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/initialize.js	(from http://mate.creatingo.com/)
19:20:48	6159/6159	---M--	200	added ('OK')	text/javascript	etag:%225021ae-180f-5262aa28554b4%22	http://mate.creatingo.com/assets/js/bin/plugins/charts/chart.line.min.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/plugins/charts/chart.line.min.js	(from http://mate.creatingo.com/)
19:20:49	3269/3269	---M--	200	added ('OK')	text/javascript	etag:%225019f1-cc5-5262aa282a151%22	http://mate.creatingo.com/assets/js/bin/plugins/charts/chart.doughnut.min.js	C:/My%20Web%20Sites/Mate/mate.creatingo.com/assets/js/bin/plugins/charts/chart.doughnut.min.js	(from http://mate.creatingo.com/)
